town	1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月	1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月	1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月	1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月	1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月
城镇107	597.01	678.34	696.57	620.79	685.08	641.65	717.35	735.19	687.02	715.94	853.19	816.39	751.88	872.85	857.76	830.39	815.11	915.14	859.91	947.37	999.14	887.65	995.39	964.98	940.15	1044.11	1010.31	933.05	1063.66	976.68	1023.1	1009.31	956.88	975.24	982.8	999.33	1058.2	992.98	1148.19	1091.38	1057.35	1152.22	1173.27	1068.49	1058.69	1243.13	1077.69	1090.09	1160.41	1067.68	1122.78	1163.86	1141.21	1185.32	1147.73	1152.66	1077.91	1255.34	1090.31	1203.09
城镇108	288.03	253.99	291.23	310.5	285.2	299.15	294.71	290.04	335.5	337.56	334.77	339.35	325.59	318.54	347.34	360.11	371.73	362.54	366.44	346.25	358.17	406.39	366.04	425	406.61	432.65	375.27	409.96	387.08	450.93	458.99	452.03	418.08	416.62	402.29	472.5	483.6	436.37	462.3	414.32	433.49	476.83	496.5	469	494.28	504.15	448.63	431.79	492.81	436.33	481.81	440.08	514.9	483.44	502.23	452.05	463.81	464.02	512.37	522.18
城镇109	68.83	83.19	71.96	75.37	72.52	80.99	78.68	83.45	85.45	89.14	79.03	77.5	93.43	93.61	85.34	92.39	81.43	96.11	94.78	94.85	94.16	96.2	95.04	96.39	103.02	88.75	94.24	102.6	98.08	104.6	94.3	111.06	103.64	107.94	104.53	106.67	97.66	115.09	110.93	102.95	112.87	116.12	102.77	112.44	115.21	118.55	116.11	107.45	112.82	117.99	115.26	122.9	129.45	131.24	127.01	123.35	113.88	133.92	128.38	133.29
城镇110	986.78	1032.14	990.19	1002.76	1104.3	1078.54	976.31	1113.93	1194.16	1041.13	1157.65	1127.16	1125.94	1281.35	1190.87	1270.57	1193.98	1302.32	1184.38	1224.73	1314.51	1239.46	1319.35	1360.78	1233.82	1310.3	1433.97	1395.39	1422.89	1548.47	1480.84	1569.15	1584.91	1501.28	1387.42	1462.75	1657.73	1518.69	1525.28	1695.43	1617.03	1499.59	1788.98	1553.63	1623.9	1591.63	1846.73	1851.97	1874.43	1722.86	1689.52	1908.98	1710.15	1798.92	1790.18	1810.54	1760.88	1799.07	2054.21	1867.48
城镇111	881.29	947.76	806.74	888.53	951.26	941.19	843.22	904.79	824.04	921.5	876.9	895.39	829.99	862.02	897.79	900.66	908.3	867.82	899.41	954.81	907.57	961.49	841.57	866.34	958.94	841.85	947.9	982.18	899.07	844.23	898.11	933.87	917.57	972.81	895.62	1012.23	1006.79	1015	962.68	890.93	1005.51	984.37	867.63	933.62	971.18	944.1	978.63	914.26	897.76	874.21	876.99	936.1	951.76	1031.59	991.6	1011.24	1014.81	1024.39	941.34	1067.85
城镇112	189.99	215.81	195.89	191.85	205.08	200.21	198.13	205.93	192.07	209.12	192.44	216.77	206.99	180.64	192.83	181.99	188.06	188.31	187.91	180.4	209.08	202.23	198.07	191.94	200.1	189.97	178.59	187.4	173.4	174.24	186.96	168.15	181.85	168.65	186.8	188.51	192.38	176.98	164.6	179.11	177.31	181.1	189.33	182.83	190	175.21	188.6	186.93	166.93	179.01	173.96	177.23	170.02	175.72	153.56	170.19	153.93	157.82	171.93	153.26
城镇113	763.59	662.56	736.19	662.57	650.84	692.16	701.52	655.59	678.1	735.19	689.16	692.25	654.61	766.29	724.37	745.32	727.07	752.65	756.88	681.42	734.85	684.27	679.31	673.72	749.8	710.93	696.97	695.85	748.88	735.44	719.59	683.17	663.43	653.45	663.06	742.81	646.82	753.18	662.81	688.49	643.16	754.53	643.31	745.3	678.08	647.62	672.29	724.9	671.73	656.97	653.62	715.57	753.45	658.95	736.45	666.95	664.57	664	745.53	702.19
城镇114	171.1	161.77	177.2	155.51	155.63	154.29	168.6	159.75	168.91	171.66	169.09	180.35	171.33	185.44	179.23	178.76	185.62	184.77	164.75	179.71	161.31	162.63	190.26	180.67	184.22	193.28	189.08	185.56	175.36	190.37	183.05	173.58	168.3	189.93	198.44	173.04	193.2	184.85	179	197.05	189.93	194.95	197.51	184.51	178.02	176.99	202.12	193.43	203.54	208.77	205.6	181.81	212.58	179.46	182.68	212.6	203.84	192.79	205.6	205.56
城镇115	522.48	453.17	519.3	512.6	464.98	485.12	500.76	463.53	504.76	454.33	450.26	492.03	505.14	507.42	454.12	476.83	520.34	502.5	466.68	532.8	464.28	480.3	451.06	537.62	496.87	541.49	502.99	513.42	480.55	533.59	466.28	520.08	494.9	485.53	474.89	528.37	497.32	529.08	542.28	517.04	509.32	522.05	486.16	472.65	550.27	476.33	481.7	545.75	531.2	554.26	527.99	520.05	551.09	503.81	535.96	534.24	487.7	564.42	519.26	496.91
城镇116	1720.43	1682.13	1536.31	1507.64	1622.16	1705.96	1530.39	1489.76	1529.13	1752.62	1475.74	1748.42	1580.68	1582.22	1679.21	1535.09	1534.1	1644.6	1721.91	1532.71	1560.77	1636.64	1484.42	1673.24	1573.58	1732.1	1646.51	1612.09	1662.02	1486.06	1481.86	1507.43	1632.25	1609.58	1510.22	1514.08	1512.76	1573.15	1551.93	1589.74	1722.26	1571.53	1485.15	1661.08	1742.01	1605.95	1501.42	1691.71	1564.67	1572.39	1514.73	1501.24	1596.17	1728.26	1575.34	1740.21	1741.82	1751.74	1608.56	1471.6
城镇117	829.56	788.39	826.67	848.53	802.45	770.7	823.91	880.21	826.49	886.34	777.43	790.5	748.71	753.81	765.62	839.49	791.9	753.22	882.31	789.03	873.51	790.02	859.69	752.76	801.5	855.71	798.41	807.21	766.86	887.41	802.43	780.78	867.85	890.46	805.02	812.91	875.18	866.02	825.16	852.01	861.95	791.14	875.18	874.1	818.11	772.39	833.28	801.13	860.07	813.23	810.53	752.56	789.24	745.65	805.04	840.09	773.42	767.03	846.18	888.73
城镇118	133.81	115.34	132.08	120.15	132.03	112.38	128.42	115.51	115.79	114.77	129.27	113.95	129.22	116.43	120	114.2	111.71	132.1	120.17	117.22	122.22	118.94	118.45	115.74	122.44	122.71	118.18	129.66	127.77	115.41	118.5	126.96	119.48	114.64	115.2	127.26	133.1	130.55	119.54	125.08	130.87	129.91	130.72	122.3	127.07	115.71	115.17	133.81	113.08	133.75	116.46	131.37	119.13	118.66	118.53	127.52	126.41	127.63	113.94	127.23
城镇119	705.58	673.94	627.47	687.63	703.93	665.77	688.96	715.99	630.98	686.02	680.32	630.06	706.51	657.98	714.85	718.12	677.94	695.79	732.44	645.52	697.16	658.7	695.94	699.31	613.05	682.47	664.2	681.79	645.81	707.04	620.9	683.74	666.9	668.07	718	702.94	616.77	688.46	706.89	620.75	726	706.22	638.16	656.38	715.45	702.4	652.37	708.5	683.31	622.99	700.51	612.05	724.49	638.43	689.84	688.04	686.68	631.28	729.59	694.69
城镇120	8663.94	8246.6	8794.98	7960.29	8843.73	8064.82	8560.91	8283.5	8239.36	9189.72	8778.1	8720.65	8172.01	9176.08	8802.94	9076.98	8114.75	8013.11	8690.59	9152.59	8693.98	9023.31	8077.79	8080.31	9309.71	8874.29	9248.1	8677.16	8488.86	9149.34	8305.93	8115.63	8582.62	8807.25	7885.61	9259.21	8021.83	8555.16	8104.47	9177.79	8792.49	8384.33	8302.84	8644.98	8607.7	9197.82	8332.95	9396	8687.36	8626.1	8990.64	8139.96	9242.86	8919.68	8039.94	8892.91	9124.45	8759.68	8744.78	8258
城镇121	1919.66	2132.13	1942.12	2153.07	2106.7	2125.13	2005.51	1929.37	2117.49	1816.75	2089.17	1943.09	2028.5	1991.33	1848.98	1831.23	1988.38	2158.42	2101.22	2032.28	2127.1	2173.7	1859.23	1932.71	2095.75	2024.56	2016.07	2088.31	1921.27	1919.22	2133.28	2158.07	2000.42	1867.73	1818.82	1863.7	1944.34	1861.49	2142.29	2168.02	1888.7	1842.96	2166.9	1887.06	1941.05	2034.11	2012.77	1862.44	2041.14	1847.01	2045.59	1994.61	1952.74	2009.22	1921.34	1866.66	2051.47	1820.54	2038.22	1862.47
城镇122	125.13	135.12	134.29	126.82	127.35	137.13	140.64	124.8	138.93	123.5	139.74	128.17	122.82	137.12	134.71	122.33	142.73	131.12	128.54	141.46	134.03	140.9	133.58	123.21	135.29	123.65	130.78	126.27	125.35	133.54	138.32	127.81	126.78	138.86	136.28	141.01	131.45	122.15	124.67	124.3	140.62	141.4	133.9	130.43	140.13	124.84	130.93	142.44	145.61	132.14	135.05	122.82	122.17	139.33	126.31	138.15	140.05	127.58	129.79	129.08
城镇123	167.35	179	177.45	162.46	181.47	172.59	168.78	157.43	172.44	157.11	179.42	170.59	177.06	175.99	158.56	174.23	171.07	155.63	162.72	171.25	162.61	169.03	170.05	175.15	166.43	168.69	168.37	179.19	185.33	177.59	179.4	180.29	159.58	182.73	177.8	187.26	183.89	183.84	186.56	167.57	167.6	184.67	172.83	182.83	183.78	176.41	185.43	161.11	184.84	164.18	171.72	189.28	179.07	164.21	189.38	175.89	172.71	180.38	175.13	182.99
城镇124	405.71	449.55	524.56	536.01	516.08	504.64	546.03	563.54	650.11	593.37	647.15	737.5	742.96	724.29	758.55	704.03	804.09	763.94	796.98	760.01	804.52	898.39	912.93	923.23	881.39	922.15	893.86	964.55	915.1	987.41	946.83	918.36	936.65	1088.12	1013.76	1044.53	1131.01	1159.97	1137.29	1091	1163.03	1129.96	1121.23	1118.02	1109	1234.73	1197.01	1188.14	1109.74	1109.87	1176	1087.77	1222.7	1067.99	1073.01	1145.02	1257.55	1163.85	1234.37	1125.14
城镇125	167.21	168.34	166.48	165.56	149.81	167.73	168.19	149.73	162.99	170.03	154.43	145.05	157.08	163.94	170.5	150.01	150.71	151.44	148.93	155.21	146.47	147.84	169.02	153.71	168.98	153.23	167.19	170.21	144.99	164.5	172.08	153.2	155.74	169.74	156.95	145.03	151.72	157.1	154.75	152.59	159.82	145.96	153.66	172.29	153.89	157.52	158.93	168.54	158.38	170.94	170.89	163.91	149.43	144.06	170.18	158.02	150.49	150.18	165.92	155.79
城镇126	543.55	518.12	500.27	463.97	485.18	455.22	521.11	537.05	536.17	520.7	452.68	475.16	464.72	452.96	496.58	439.49	437.16	438.56	448.75	487	499.74	440.37	503.58	422.75	418.82	474.36	449.19	473.74	439.54	442.87	456.61	422.77	457.6	474.29	477.25	476.79	405.89	471.79	454.04	436.87	426.04	439.84	388.71	433.61	456	403.33	382.62	429.64	394.42	405.53	440.3	367.29	403.45	428.82	427.12	362.67	391.38	365.13	398.47	414.42
城镇127	919.02	832.02	891.83	879.89	970.29	861.24	966.67	966.16	949.79	988.72	957.92	939.33	927.76	879.13	837.63	854.65	907.5	860.59	885.34	861.53	968.73	972.81	892.11	850.76	902.44	984.3	914.46	853.4	907.26	984.68	921.39	972.23	874.58	842.07	931.95	885.16	868.96	896.41	941.06	838.68	917.92	836.79	838.26	915.64	948.24	911.54	953.4	986.77	988.88	933.48	986.78	912.33	923.53	880.53	970.82	915.49	896.76	940.81	839.98	914.35
城镇128	1293.71	1275.02	1298.1	1510.47	1396.24	1415.44	1451.59	1399.97	1505.47	1361.98	1408.57	1292.08	1425.03	1358.88	1445.21	1447.12	1280.36	1491.57	1501.26	1482.02	1312.66	1344.73	1372.66	1367.41	1290.83	1335.46	1360.83	1516.97	1373.62	1333.66	1276.3	1268.75	1269.39	1290.77	1426.56	1277.64	1495.8	1365.53	1340.58	1392.31	1376.45	1280.42	1491.28	1516.34	1300.88	1443.58	1438.53	1501.31	1337.37	1379.8	1487.35	1315.56	1410.36	1366.99	1369.78	1313.3	1442.11	1443.51	1491.06	1306.47
城镇129	74.18	68.9	72.72	75.7	74.04	83.74	85.94	76.27	80.89	76.75	87.22	81.85	81.46	94.17	84.23	83.77	91.04	95.94	99.24	91.57	96.03	91.24	103.08	89.17	99.79	94.22	106.07	105.4	98.94	102.94	94.83	104.88	101.6	96.07	103.45	105.94	98.85	100.34	114.17	113.73	106.51	115.51	115.91	114.75	111.45	101.51	110.01	117.74	112.48	115.1	112.37	115.73	117.69	108.9	115.12	113.52	117.19	125.28	109.29	120.05
城镇130	353.74	351.28	337.01	346.32	330.69	338.53	327.73	299.2	336.87	334.21	335.33	336.67	339.08	289.58	286.63	288.45	323.98	326.96	289.55	324.36	278.76	300.22	294.18	295.67	276.18	296.24	292.4	305.18	287.98	300.42	290.5	263.97	284.17	308.16	291.68	299.14	295.79	290.74	292.79	284.46	252.63	257.56	284.5	262.2	277.77	280.08	260.38	239.19	278.51	282.62	256.06	271.97	251.63	252.4	238.23	240.58	237.03	243	225.48	230.5
城镇131	131.62	119.26	116.69	129.31	130.66	139.45	120.48	124.59	141.45	144.14	136.95	132.18	143.2	132.37	130.37	127.59	150.19	134.08	142.17	135.39	143.43	142.27	141	133.27	153.19	142.62	133.53	148.14	136.37	138.53	149.23	157	156.83	161.91	143.95	149.53	143.16	146.33	150.96	148.03	158.44	157.87	152.97	150.75	157.56	147.61	159.36	165.15	153.05	176.77	161.79	176.32	172.11	181.2	178.81	160.71	162.42	177.69	175.85	159.54
城镇132	289.35	283.13	309	287.04	318.78	330.79	290.21	293.64	291.31	304.58	288.98	295.87	286.11	303.39	314.17	282.01	297.21	289.56	326.41	308.51	326.85	297.49	332.52	323.37	325.56	287.16	294.82	318.99	324.67	332.62	286.43	326.13	320.58	316.78	305.28	290.24	316.99	284.28	292.85	303.31	283.22	295.75	304.43	291.96	288.03	312.98	332.59	323.92	311.11	289.04	292.56	308.47	279.9	331.62	289.4	303.8	317.15	300.03	292.02	292.5
城镇133	685.5	677.16	748.67	715.87	655.86	651.27	712.66	637.48	736.9	672.85	707.78	683.01	672.59	693.7	701.71	645.71	727.77	659.97	655.18	721.66	686.57	633.27	646.92	750.44	724.95	687.68	718.6	644.03	631.09	644.85	720.35	660.06	645.63	659.98	639.19	639.12	691.12	651.87	640.32	722.34	736.88	642.53	719.7	682.56	717.34	720.05	719.31	722.51	719.99	717.57	674.79	750.7	629.89	723.21	738.53	655.98	629.45	744.7	682.26	639.07
城镇134	151.27	149.79	160.1	169.59	173.95	172.83	149.52	167.66	176.51	163.9	153.75	167.55	169.26	177.73	172.38	160.97	171.47	159.69	177.32	164.69	159.17	171.29	177.89	160.02	177.79	151.09	160.59	153.88	163.04	151.07	149.46	165.4	161.12	155.62	150.57	149.08	171.91	168.52	156.97	160.8	158.38	175.41	160.84	167.93	169.62	151.48	159.09	169.66	162.34	166.72	154.93	164.61	160.63	158.01	159.78	150.02	152.18	149.14	159.4	169.44
城镇135	1005.01	1057.73	988.16	1079.76	962.96	1044	1111.89	950.09	1039.07	1097.68	983.75	988.6	1062.91	966.78	998.43	979.99	1081.2	1016.88	1007.25	1056.41	1069.78	1107.76	993.8	1006.16	1104.34	1069.46	1112.84	1002.6	1048.09	1025.32	940.12	973.49	989.53	972.52	1037.44	1023.72	1000.94	974.46	1006.45	946.49	936.2	974.99	1062.36	1016.85	1119.9	1122.25	950.12	1028.56	1119.73	1042.83	1001.84	1002.4	1017.29	1010.28	1076.66	988.15	1093.43	1081.71	1042.19	1100.28
城镇136	786.02	764.75	788.73	697.38	720.31	685.95	729.43	719.2	771.28	680.2	694.17	775	667.5	787	743.21	687.07	764.16	763.01	676.44	737.72	692.1	693.73	759.67	709.35	782.54	743.75	693.71	752.75	720.46	669.16	714.58	717.32	764.22	672.89	789.24	791.15	741.4	724.26	789.54	798.15	681.89	760.88	688.41	688.7	752.31	696.48	738.51	713.9	734.61	732.06	791.95	676.56	784.74	741.22	690.66	782.81	758.01	774.6	770.41	724.3
城镇137	131.66	123.11	120.82	140.83	135.06	135.7	136.3	122.06	131.14	129.17	127.09	122.08	142.41	129.49	126.38	123.54	132.4	131.72	146.08	125.65	142.77	130.24	134.99	130.38	122.99	140.89	126.28	126.26	146.23	136.22	127.41	145.78	133.78	131.16	133.51	131.99	144.06	143.04	136.24	144.94	137.98	126.74	147.36	132.04	131.75	125.79	143.45	136.49	146.86	130.09	128.07	140.96	135.63	145.84	150.03	129.33	139	146.58	131.01	130.06
城镇138	311.51	298.29	336.43	329.03	337.97	349.07	382.84	392.58	390.7	396.38	421.93	464.86	455.65	474.26	470.73	504.6	492.22	534.87	490.78	558.38	524.92	550.59	524.05	593.37	596.5	618.85	579.48	610.57	601.67	590.84	589.56	663.57	588.69	593.64	662.88	684.99	712.71	712.25	679.23	690.84	647.23	679.19	666.36	732.54	676.9	672.46	714.72	670.26	748.85	654.95	663.16	669.42	739.56	669.11	664.93	672.75	720.89	683.61	748.53	778.45
城镇139	1196.64	1175.47	1139.44	1276.41	1212.52	1092.18	1221.5	1260.04	1279.24	1246.58	1232.32	1100.71	1080.02	1183.24	1230.4	1093.55	1143.12	1226.96	1189.64	1115.12	1191.67	1146.61	1256.12	1095.16	1085.57	1271.58	1195.95	1156.48	1281.03	1249.56	1209.69	1245.8	1128.02	1094.65	1135.73	1145.29	1106.58	1270.41	1166.45	1273.43	1261.73	1266.38	1210.54	1255.18	1221.46	1153.97	1098.71	1176.7	1143.83	1191.44	1224.81	1165.43	1277.93	1234.4	1112.37	1136.28	1113.35	1253.07	1236.43	1115.21
城镇140	1237.69	1266.22	1256.82	1139.88	1145.45	1108.3	1093.94	1098.85	1253.81	1216.31	1230.29	1212.55	1174.31	1117.73	1095.56	1144.68	1130.1	1119.06	1168.16	1243.44	1154.33	1115.5	1229.01	1253.94	1286.59	1249.37	1193.27	1076.81	1099.15	1083.75	1089.68	1111.02	1218.12	1255.48	1227.93	1204.21	1278.91	1236.6	1136.9	1181.02	1142.05	1103.96	1280.16	1238.43	1088.56	1170.57	1245.63	1271	1258.24	1106.9	1230.94	1119.6	1284.73	1267.43	1082.32	1243.75	1210.54	1195.03	1266.74	1189.86
城镇141	758.53	764.96	658.65	731.54	763.07	764.19	724.35	697.88	685.31	703.15	782.66	729.81	709.76	753.95	733.69	771.21	831.65	771.47	830.67	720.19	728.14	820.56	853.78	782.77	855.74	780.16	800.18	894.06	828.59	785.63	912.28	893.32	870.14	791.91	905.63	906.62	853.1	819	836.6	862.64	862.12	851.22	859.42	856.78	828.4	843.4	846.86	993.9	941.99	957.94	979.99	968.88	957.35	947.48	913.91	984.25	942.13	916.78	885.86	1059.43
城镇142	346.85	324.52	334.3	339.41	349.19	322.74	331.54	370.2	361.32	317.26	375.47	352.76	374.98	372.36	321.85	358.32	374.3	319.54	338.69	326.99	351.5	315.95	317.87	370.92	354.16	351.82	354.76	372.85	329.51	334.71	354.35	317.62	334.05	340.91	341.2	357	325.72	364.5	350.65	348.53	339.66	332.02	321.18	348.54	360.17	341.24	369.43	332.46	350.9	324.21	316.17	314.52	330.55	336.41	369.17	323.69	355.55	362.5	323.14	356.03
城镇143	120.43	125.67	124.18	136.08	115.62	131.95	130.06	130.84	115.94	120.4	135.16	120.51	133.98	124.07	123.63	118.69	126.51	118.27	122.98	115	120.79	125.56	129.52	124.84	135.95	131.78	136.08	129.29	117.21	132.07	117.05	124.94	137.5	135.45	126.56	129.32	126.26	122.54	114.99	134.23	125.79	136.77	128.41	120.94	116.49	116.79	130.17	132.8	119.47	124.71	129.95	136.75	131.37	123.01	124.59	119.02	122.17	118.34	118.96	122.8
城镇144	598.54	549.9	536.68	547.46	578.49	620.44	563.72	530.56	550.23	556.24	580.06	585.6	614.41	539.34	605.01	529.1	524.96	590.04	553	588.95	567.29	581.12	556.59	548.89	614.56	584.73	564.69	621.46	551.31	614.33	560.97	617.59	582.39	557.85	552.18	556.73	587.48	536.2	602.56	550.56	552.13	562.46	554.35	545.67	545.93	560.62	529.22	604.74	545.02	541.37	548.39	529.54	599.7	544.37	586.09	530	603.63	523.24	536.17	579.71
城镇145	147.77	126.14	144.73	139.98	127.15	144.73	142.12	131.46	126.61	131.27	133.35	127.88	142.35	127.08	147.31	138.55	146.02	125.21	125.2	132.89	133.03	140.04	138.39	138.12	132.92	137.07	135.11	144.56	131.61	137.2	147.09	146.68	139.67	124.96	127.04	148	132.13	133.26	140.73	135.46	136.72	125	142.69	128.44	138.05	129.44	136.37	125.63	145.85	139.42	143.35	126.41	126.26	134.19	140.26	135.25	140.31	132.23	143.19	129.4
城镇146	142.66	137.92	133.56	140.87	135.64	149.73	154.01	141.54	133.72	147.22	137.33	137.98	133.9	153.99	135.17	148.51	151.85	131.78	130.37	153.01	153.06	152.39	131.76	152.25	134.31	146.09	134.9	131.42	141.17	130.93	133.76	133.11	133.89	150.3	148.59	153.63	146.82	131.59	131.92	149.11	129.28	150.76	138	151.82	129.56	135.53	149.46	134.63	147.29	131.51	150.61	140.4	137.22	150.89	141.04	131.35	132.02	154.63	145.13	136.5
城镇147	1037.44	1106.51	1061.68	1105.94	1106.62	1064.34	1099.12	1086.97	1046.34	1140.58	1062.32	1053.51	1067.55	1028.17	1201.15	1150.64	1032.75	1042.57	1194.99	1168.39	1044.92	1057.91	1191.92	1185.42	1066.7	1175.85	1197.36	1220.3	1072.08	1150.81	1033.68	1135.04	1125.53	1124.94	1027.03	1040.18	1142.42	1224.21	1183.43	1226.07	1074.31	1096.74	1201.29	1040.03	1139.72	1163.68	1127.32	1160	1067.7	1063.66	1202.12	1030.55	1073.01	1185.49	1117.97	1132.87	1181.18	1158.73	1179.82	1162.84
城镇148	1556.05	1525.19	1571.79	1428.02	1524.07	1673.87	1469.07	1587.37	1446.29	1490.23	1419.91	1471.4	1524.34	1598.39	1656.64	1420.41	1502.04	1477.41	1654.19	1436.96	1610.09	1673.56	1419.16	1576.7	1561.86	1416.24	1638.12	1608.23	1627.81	1559.29	1655.27	1557.79	1580.2	1530.49	1461.39	1681.45	1474.3	1464.85	1663.54	1493.98	1648.18	1493.54	1528.11	1542.78	1553.32	1545.11	1420.38	1570.17	1574.41	1509.56	1554.6	1517.66	1404.17	1580.17	1607.85	1623.63	1531.35	1477.98	1466.04	1649.67
城镇149	883.96	918.24	855.04	922.92	811.2	876.79	940.59	926.98	834.37	846.52	864.29	844.08	848.87	837.34	799.81	858.35	877.27	916.07	870.01	819.48	855.04	863.88	843.09	860.47	801.16	914.79	822.52	813.71	846.39	877.07	837.56	862.71	871.27	797.29	806.76	818.34	885.53	944.48	924.76	836.89	818.48	932.96	830.22	894.76	832.72	810.13	801.78	857.55	839.44	827.05	934.33	817.79	868.28	883.49	859.34	830.89	841.24	823.36	825.03	848.44
城镇150	599.86	630.69	672.92	722.68	832.93	760.49	873.59	897.75	881.04	962.85	1124.99	1010.52	1157.5	1166.92	1319.79	1369.79	1376.09	1337.1	1463.62	1512.11	1453.12	1496.6	1431.45	1602.65	1507.62	1759.35	1809.86	1818.61	1728.23	1705.47	1895.1	1677.93	1708.09	1913.7	1774.54	2096	1802.79	2003.89	2055.09	2019.47	2180	2027.61	1925.92	1992.29	2086.53	2249.31	2056.5	2166.53	2084.63	2137.29	2390.8	2290.17	2149.04	2274.24	2380.22	2210.6	2426.15	2344.87	2177.19	2189.61
城镇151	167.77	174.22	188.89	181.56	199.47	176.9	197.11	169.6	195.64	176.66	186.54	189.15	196.69	183.72	173.63	179.09	181.95	187.64	186.72	184.35	175.73	185.27	193.28	185.85	192.17	199.13	194.04	176.13	200.83	178.13	194.47	192.03	191.61	169.89	189.74	181.77	192.39	177.89	196.41	171.95	192.05	186.64	185.35	187.34	192.18	190.03	196.35	171.85	184	198.36	174.34	194.74	183.01	174.96	170.62	186.37	183.56	190.77	168.05	191.38
城镇152	421.29	399.9	379.83	407.16	385.72	389.95	438.08	376.53	379.97	434.27	398.97	423	385.31	441.68	444.08	399.12	407.72	426.19	385.66	450.13	398.86	417.07	377.27	439.89	405.54	415.5	385.16	438.26	441.41	439.36	422.77	400.2	451.46	419.87	428.86	450.65	418.4	407.18	377.29	450.34	419.4	399.93	431.61	390.96	398.07	400.82	428.04	433.87	424.04	383.78	426.56	401.84	436.05	404.97	396.91	442.12	450.59	448.88	430.56	418.73
城镇153	470.02	465.86	478.65	479.5	436.62	513.28	483.95	459.64	493.05	429.86	432.92	451.02	513.6	490.66	428.77	467.33	459.86	475.08	432.38	510.21	483.97	462.84	470.83	478.68	490.22	487.44	496.99	454.16	495.91	454.07	509.04	438.93	502.14	489.78	495.03	435.99	461.5	469.88	444.87	461.15	472.07	463.99	500.8	448.65	475.93	476.39	510.8	444.86	440.16	498.13	455.65	446.06	505.36	510	473.43	472.21	505.42	467.28	461.62	476.39
城镇154	1612.88	1488.83	1507.8	1416.91	1635.65	1526.32	1650.25	1487.24	1387.55	1508.47	1600.82	1441.36	1632.17	1477.14	1484.38	1433.2	1573.88	1484.08	1666.9	1688.58	1625.32	1596.64	1599.96	1593.15	1568.89	1572.01	1656.36	1495.31	1512.23	1462.93	1718.7	1539.4	1523.19	1717.03	1513.51	1678.2	1767.39	1492.43	1648.99	1683.45	1716.43	1674.64	1773.07	1783.94	1697.78	1786.44	1727.06	1525.25	1575.05	1661.77	1541.4	1577.53	1749.87	1722.72	1697.33	1774.83	1643.59	1660.68	1771.07	1571.22
